Id,Codigo,Nome,Disponivel,DataLiberacao
21964,198308,agosto 1983,True,2008-07-10T00:00:00
21963,198307,julho 1983,True,2008-07-10T00:00:00
21962,198306,junho 1983,True,2008-07-10T00:00:00
21961,198305,maio 1983,True,2008-07-10T00:00:00
21960,198304,abril 1983,True,2008-07-10T00:00:00
21959,198303,março 1983,True,2008-07-10T00:00:00
21958,198302,fevereiro 1983,True,2008-07-10T00:00:00
21957,198301,janeiro 1983,True,2008-07-10T00:00:00
21956,198212,dezembro 1982,True,2008-07-10T00:00:00
21955,198211,novembro 1982,True,2008-07-10T00:00:00
21954,198210,outubro 1982,True,2008-07-10T00:00:00
21953,198209,setembro 1982,True,2008-07-10T00:00:00
21952,198208,agosto 1982,True,2008-07-10T00:00:00
21951,198207,julho 1982,True,2008-07-10T00:00:00
21950,198206,junho 1982,True,2008-07-10T00:00:00
21949,198205,maio 1982,True,2008-07-10T00:00:00
21948,198204,abril 1982,True,2008-07-10T00:00:00
21947,198203,março 1982,True,2008-07-10T00:00:00
21946,198202,fevereiro 1982,True,2008-07-10T00:00:00
21945,198201,janeiro 1982,True,2008-07-10T00:00:00
21943,198112,dezembro 1981,True,2008-07-10T00:00:00
21944,198111,novembro 1981,True,2008-07-10T00:00:00
21942,198110,outubro 1981,True,2008-07-10T00:00:00
21941,198109,setembro 1981,True,2008-07-10T00:00:00
21940,198108,agosto 1981,True,2008-07-10T00:00:00
21939,198107,julho 1981,True,2008-07-10T00:00:00
21938,198106,junho 1981,True,2008-07-10T00:00:00
21937,198105,maio 1981,True,2008-07-10T00:00:00
21936,198104,abril 1981,True,2008-07-10T00:00:00
21935,198103,março 1981,True,2008-07-10T00:00:00
21934,198102,fevereiro 1981,True,2008-07-10T00:00:00
21933,198101,janeiro 1981,True,2008-07-10T00:00:00
21931,198012,dezembro 1980,True,2008-07-10T00:00:00
21930,198011,novembro 1980,True,2008-07-10T00:00:00
21929,198010,outubro 1980,True,2008-07-10T00:00:00
21928,198009,setembro 1980,True,2008-07-10T00:00:00
21927,198008,agosto 1980,True,2008-07-10T00:00:00
21926,198007,julho 1980,True,2008-07-10T00:00:00
21925,198006,junho 1980,True,2008-07-10T00:00:00
21924,198005,maio 1980,True,2008-07-10T00:00:00
21923,198004,abril 1980,True,2008-07-10T00:00:00
21922,198003,março 1980,True,2008-07-10T00:00:00
21921,198002,fevereiro 1980,True,2008-07-10T00:00:00
21626,198001,janeiro 1980,True,2008-07-10T00:00:00
39298,197912,dezembro 1979,True,2008-07-10T00:00:00
